STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,CNTY,C_FSCS,GEOCODE,STARTDAT,ENDDATE,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,CNTYPOP,LOCALE_ADD
AK,AK0017,AK0017-003,CRAIG PUBLIC LIBRARY,504 THIRD STREET,CRAIG,99921,PR WALES-OUTER KE,Y,CI1,07/01/2018,06/30/2019,1095,1,0,0,0,1,0.73,1.73,137549,7000,10207,19754,174510,-9,-9,-9,7545,1259,6787,15591,-9,127417,0,0,0,0,0,0,10099,20844,426,13099,4007,0,0,49,49,63,2270,13654,2500,1794,24693,7113,840,23853,844,1684,25537,0,175,114,97,3,1401,1261,37,4,3280,3315,-1,2019,8,1,0,0,0,6203,43
AK,AK0018,AK0018-002,IPNATCHIAQ LIBRARY,59 MAIN STREET,DEERING,99736,NORTHWEST ARCTIC,Y,CI1,07/01/2018,06/30/2019,168,1,0,0,0,0.3,0,0.3,0,14000,0,0,14000,-9,-9,-9,906,0,0,906,-9,15332,0,0,0,0,0,0,2640,31,426,0,288,0,0,49,49,0,537,1503,3,34,78,37,10,68,129,139,207,0,1,0,0,0,0,0,0,1,55,0,55,2019,8,2,0,0,0,7621,43
AK,AK0019,AK0019-002,DELTA COMMUNITY LIBRARY,2291 DEBORAH STREET,DELTA JUNCTION,99737,SE FAIRBANK,Y,CI1,07/01/2018,06/30/2019,1177,1,0,0,0,1,1.8,2.8,252677,7000,1250,14000,274927,126651,59666,186317,7565,790,885,9240,52551,248108,0,0,0,0,0,0,11450,20844,633,13099,3944,0,1,49,50,10,2392,42560,1000,6824,70168,15705,5229,64939,4407,9636,74575,175,239,127,106,7,3255,2272,250,7,3752,25000,-1,2019,8,1,0,0,0,6893,43
AK,AK0020,AK0020-002,DILLINGHAM PUBLIC LIBRARY,306 D STREET WEST,DILLINGHAM,99576,DILLINGHAM,Y,CI1,07/01/2018,06/30/2019,2382,1,0,0,0,1,0.7,1.7,103877,14729,12678,5652,136936,-9,-9,-9,6705,1720,2972,11397,-9,206759,0,0,0,0,0,0,28023,20844,79,13099,5079,0,0,49,49,30,1560,22604,1282,2386,23759,328,1060,22699,3395,4455,27154,0,182,557,115,122,2693,667,1022,10,4562,3870,-1,2019,8,1,0,0,0,4916,43
AK,AK0021,AK0021-002,EAGLE PUBLIC LIBRARY,4TH & AMUNDSEN,EAGLE,99738,SE FAIRBANK,Y,CI1,07/01/2018,06/30/2019,80,1,0,0,0,0.45,0.43,0.88,2000,8459,10000,4200,24659,-9,-9,-9,2522,642,3836,7000,-9,23200,0,0,0,0,0,0,9487,20844,593,13099,1474,0,0,49,49,309,700,2800,15,318,6786,20,208,6578,270,478,7056,0,0,8,4,2,40,21,9,7,2500,8000,-1,2019,8,1,0,0,0,6893,43
AK,AK0023,AK0023-002,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES,1215 COWLES STREET,FAIRBANKS,99701,FAIRBANKS NORTH STAR,Y,CO1,07/01/2018,06/30/2019,97121,1,1,1,11.12,11.12,36.98,48.1,5407932,21452,6389,78259,5514032,2773970,1609354,4383324,420551,173408,82757,676716,449606,5509646,300000,0,0,0,300000,78308,308792,357441,26509,87843,43586,43685,16,49,65,525,6307,367512,86823,41719,678202,260351,95938,582264,127028,222966,805230,722,925,762,609,55,23138,19003,1065,70,45461,0,189839,2019,8,1,0,0,0,96849,13
AK,AK0025,AK0025-002,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,299 ANTOSKI ROAD,GALENA,99741,YUKON-KOYUKUK,Y,CI1,07/01/2018,06/30/2019,460,1,0,0,0,0.38,0,0.38,26489,7000,0,0,33489,-9,-9,-9,3017,0,483,3500,-9,32353,0,0,0,0,0,0,9544,0,0,0,746,0,0,49,49,45,750,3589,97,510,7633,3123,0,7633,799,799,8432,0,145,281,231,0,1922,1221,0,1,537,37,-1,2019,8,1,0,0,0,5230,43
AK,AK0027,AK0027-002,COPPER VALLEY COMMUNITY LIBRARY,MILE 186 GLENN HIGHWAY,GLENNALLEN,99588,VALDEZ-CORDOVA,N,CI1,07/01/2018,06/30/2019,456,1,0,0,0,0,0,0,0,7000,0,36795,43795,-9,-9,-9,7834,481,1185,9500,-9,30343,0,0,0,0,0,0,22227,20844,1011,13099,3005,0,0,49,49,15,1508,6988,1860,707,14572,4538,1355,13217,351,1706,14923,0,0,38,38,0,404,404,0,6,1262,12188,12188,2019,8,2,0,0,0,9202,43
AK,AK0028,AK0028-002,GUSTAVUS PUBLIC LIBRARY,14 GUSTAVUS ROAD,GUSTAVUS,99826,SKAGWAY-ANGOON,Y,CI1,07/01/2018,06/30/2019,554,1,0,0,0,1.25,0,1.25,98502,9078,0,3240,110820,-9,-9,-9,11125,554,0,11679,-9,108735,652,0,0,0,652,0,16218,20844,157,13099,2105,0,0,49,49,13,1300,14026,1311,546,14763,818,1540,13223,4077,5617,18840,0,139,463,187,55,4977,2003,267,6,1965,1816,-1,2019,8,1,0,0,0,2148,43
AK,AK0029,AK0029-002,HAINES BOROUGH PUBLIC LIBRARY,111 THIRD AVENUE SOUTH,HAINES,99827,HAINES,Y,CO1,07/01/2018,06/30/2019,2480,1,0,0,1,3.4,2.41,5.81,473812,14201,10000,71454,569467,258487,96798,355285,17290,1575,4997,23862,176119,555266,0,0,0,0,0,0,29342,20844,2087,13099,5722,0,0,49,49,96,2912,83214,5892,2926,61496,10393,4444,57052,1911,6355,63407,42,13,722,609,34,11954,10487,197,12,14939,57794,16153,2019,8,1,0,0,0,2530,43
AK,AK0030,AK0030-002,TRI-VALLEY COMMUNITY LIBRARY,400 SUNTRANA STREET,HEALY,99743,DENALI,Y,CI1,07/01/2018,06/30/2019,1057,1,0,0,0,0.6,0,0.6,12000,7000,0,32176,51176,-9,-9,-9,7805,1436,423,9664,-9,53638,0,0,0,0,0,0,27210,20844,462,13099,1561,0,1,49,50,12,885,4750,350,972,15985,7335,2210,13775,814,3024,16799,0,66,52,40,0,1066,1012,0,3,760,740,-1,2019,8,1,0,0,0,2097,43
AK,AK0031,AK0031-002,HOLLIS PUBLIC LIBRARY,NO. 1 HOLLIS CHILKAT ROAD,HOLLIS,99950,PR WALES-OUTER KE,N,CI1,07/01/2018,06/30/2019,124,1,0,0,0,0,0,0,1000,7000,0,3739,11739,-9,-9,-9,1611,0,2146,3757,-9,11132,0,0,0,0,0,0,15564,20844,3,13099,1936,0,0,49,49,7,1008,1932,350,261,1597,392,50,1547,299,349,1896,0,0,62,43,15,507,254,187,2,267,450,-1,2019,8,1,0,0,0,6203,43
AK,AK0032,AK0032-002,HOMER PUBLIC LIBRARY,500 HAZEL AVENUE,HOMER,99603,KENAI PENINSULA,Y,CI1,01/01/2018,12/31/2018,5443,1,0,0,2,2,5.9,7.9,880810,8442,0,30722,919974,429972,249549,679521,37788,8852,16271,62911,120644,863076,0,0,0,0,0,0,43678,21285,2189,14292,4641,0,6,49,55,124,2704,126803,18304,11149,166235,57940,19690,146545,5649,25339,171884,467,207,447,214,23,7785,5405,274,26,48736,24270,83296,2019,8,1,0,0,0,58708,43
AK,AK0033,AK0033-002,HOPE SUNRISE COMMUNITY LIBRARY,18487 A AVENUE,HOPE,99605,KENAI PENINSULA,N,CI1,07/01/2018,06/30/2019,229,1,0,0,0,0,0,0,1314,12913,1250,7030,22507,-9,-9,-9,1726,223,1727,3676,-9,12310,0,0,0,0,0,0,4467,0,258,0,1768,0,0,49,49,1,1204,1498,60,193,2314,0,0,2314,476,476,2790,0,0,18,9,2,34,17,7,1,300,960,0,2019,8,1,0,0,0,58708,42
AK,AK0035,AK0035-004,JUNEAU PUBLIC LIBRARIES,292 MARINE WAY,JUNEAU,99801,JUNEAU,Y,CO1,07/01/2018,06/30/2019,32247,1,2,0,4.75,4.75,17.94,22.69,2642777,21000,148060,0,2811837,1188438,857774,2046212,143035,31050,9539,183624,647062,2876898,0,0,0,0,0,0,113499,23802,6422,14000,6443,0,15,49,64,363,7500,202143,56912,26073,226324,86411,47401,178923,38241,85642,264565,22,411,601,254,46,12112,7748,735,71,55847,115491,123204,2019,8,1,0,0,0,31974,33
AK,AK0037,AK0037-002,KASILOF PUBLIC LIBRARY,58231 STERLING HIGHWAY,KASILOF,99610,KENAI PENINSULA,Y,CI1,07/01/2018,06/30/2019,555,1,0,0,0,0.4,0,0.4,7740,7000,622,0,15362,-9,-9,-9,3231,0,300,3531,-9,24348,0,0,0,0,0,0,12678,0,212,0,441,0,0,49,49,30,768,4000,350,292,4899,0,0,4899,428,428,5327,0,13,11,9,0,468,428,0,5,690,2400,115,2019,8,1,0,0,0,58708,43
AK,AK0038,AK0038-002,KENAI COMMUNITY LIBRARY,163 MAIN STREET LOOP,KENAI,99611,KENAI PENINSULA,Y,CI1,07/01/2018,06/30/2019,6999,1,0,0,1,5,2.38,7.38,887283,7000,1394,0,895677,381890,221277,603167,57854,9258,4332,71444,149951,824562,0,0,0,0,0,0,81920,20888,1660,13112,4476,0,3,49,52,106,2933,91385,4400,9865,98887,29950,14510,84377,24131,38641,123018,35,23,410,254,46,7630,6290,505,36,11578,14028,10353,2019,8,1,0,0,0,58708,33
AK,AK0039,AK0039-002,KETCHIKAN PUBLIC LIBRARY,1110 COPPER RIDGE LANE,KETCHIKAN,99901,KETCHIKAN GATEWAY,Y,CO1,01/01/2018,12/31/2018,13843,1,0,0,2,3.6,7.42,11.02,1249974,7000,2999,0,1259973,531728,374365,906093,91410,12000,7795,111205,238488,1255786,0,0,0,0,0,0,74626,20844,5436,13099,7329,0,4,49,53,160,3016,92928,6724,8243,127818,55553,17840,109978,11443,29283,139261,267,234,552,250,67,14018,10495,968,26,5452,6453,11500,2019,8,1,0,0,0,13901,33
AK,AK0040,AK0040-002,KODIAK PUBLIC LIBRARY,612 EGAN WAY,KODIAK,99615,KODIAK ISLAND,Y,CI2,07/01/2018,06/30/2019,12796,1,0,0,2,5,4,9,907992,0,2712,0,910704,335987,199350,535337,18722,2825,14152,35699,143595,714631,0,0,0,0,0,0,62005,21587,2824,4443,3829,95,4,49,53,89,2964,65429,3800,9800,74764,30195,8882,65882,16336,25218,91100,369,635,353,254,32,3905,2848,220,48,13541,12900,341475,2019,8,1,0,0,0,12998,33
AK,AK0041,AK0041-002,CHUKCHI CONSORTIUM LIBRARY,604 THIRD STREET,KOTZEBUE,99752,NORTHWEST ARCTIC,Y,CI2,07/01/2018,06/30/2019,3121,1,0,0,0,1,0,1,0,95232,1250,0,96482,-9,-9,-9,3069,0,2488,5557,-9,96482,0,0,0,0,0,0,20560,20844,0,13099,0,0,0,49,49,0,2080,5000,1008,601,3111,236,296,2815,2405,2701,5516,0,0,46,46,0,368,368,0,10,10000,10000,-1,2019,8,2,0,0,0,7621,33
AK,AK0044,AK0044-002,MCGRATH COMMUNITY LIBRARY,249 F STREET,MCGRATH,99627,YUKON-KOYUKUK,Y,CI1,07/01/2018,06/30/2019,275,1,0,0,0,0.25,0,0.25,0,19700,0,0,19700,-9,-9,-9,3327,353,0,3680,-9,19084,0,0,0,0,0,0,11408,20844,50,13099,1020,0,0,49,49,0,621,1176,87,354,1417,492,351,1066,212,563,1629,0,171,23,12,6,426,192,39,6,1262,1350,-1,2019,8,2,0,0,0,5230,43
AK,AK0046,AK0046-002,CENTENNIAL LIBRARY,4TH & MILTON STREET,METLAKATLA,99926,PR WALES-OUTER KE,Y,CI1,07/01/2018,06/30/2019,1398,1,0,0,0,1.13,0,1.13,72757,7000,0,0,79757,-9,-9,-9,4552,0,160,4712,-9,80307,0,0,0,0,0,0,13633,20844,199,13099,199,0,0,49,49,17,1000,1653,1,458,792,34,76,716,1077,1153,1869,0,59,0,0,0,0,0,0,9,1354,0,-1,2019,8,1,0,0,0,6203,43
AK,AK0047,AK0047-004,MARTIN MONSEN REGIONAL LIBRARY,101 MAIN STREET,NAKNEK,99633,BRISTOL BAY,Y,CI2,07/01/2018,06/30/2019,879,1,1,0,0,1,2,3,400000,14000,3907,0,417907,160000,150000,310000,8800,0,4000,12800,29450,352250,0,0,0,0,0,0,15254,20844,282,13099,4130,0,0,49,49,17,3304,9472,436,444,9423,1653,52,9371,1427,1479,10850,0,7,24,8,1,573,127,90,9,3009,4444,0,2019,8,1,0,0,0,836,43
AK,AK0048,AK0048-002,NENANA PUBLIC LIBRARY,106 EAST SECOND STREET,NENANA,99760,YUKON-KOYUKUK,N,CI1,07/01/2018,06/30/2019,363,1,0,0,0,0,0,0,0,7000,11250,12000,30250,-9,-9,-9,1973,0,1601,3574,-9,7000,0,0,0,0,0,0,9500,0,579,0,2788,0,0,49,49,0,720,1920,150,655,2085,685,0,2085,280,280,2365,0,0,22,22,0,54,54,0,4,2100,2100,-1,2019,8,1,0,0,0,5230,43
AK,AK0051,AK0051-002,NINILCHIK COMMUNITY LIBRARY,15850 STERLING HIGHWAY,NINILCHIK,99639,KENAI PENINSULA,Y,CI1,07/01/2018,06/30/2019,854,1,0,0,0,0.38,0,0.38,3370,8298,1250,21103,34021,-9,-9,-9,2631,932,372,3935,-9,27151,0,0,0,0,0,0,14427,20844,769,13099,2877,0,0,49,49,0,1500,1591,25,809,6228,403,1258,4970,658,1916,6886,0,0,3,2,1,8,5,3,5,820,531,-1,2019,8,1,0,0,0,58708,43
AK,AK0052,AK0052-002,KEGOAYAH KOZGA LIBRARY,100 WEST 7TH AVENUE,NOME,99762,NOME,Y,CI1,07/01/2018,06/30/2019,3662,1,0,0,0,1,2.5,3.5,302715,12015,11250,2958,328938,154663,92233,246896,15895,1076,1556,18527,103558,368981,0,0,0,0,0,0,23963,20844,458,13099,1745,0,0,49,49,37,2040,27000,1750,2835,15712,11349,258,15454,2822,3080,18534,15,25,135,123,4,3406,3033,201,6,6400,5000,-1,2019,8,1,0,0,0,10004,33
AK,AK0055,AK0055-002,PALMER PUBLIC LIBRARY,655 SOUTH VALLEY WAY,PALMER,99645,MATANUSKA-SUSITNA,Y,CO1,01/01/2018,12/31/2018,27036,1,0,0,1,2,5.25,7.25,616257,7000,1250,0,624507,317663,121556,439219,44495,0,0,44495,132543,616257,0,0,0,0,0,0,73070,20846,4322,13486,5990,0,0,49,49,29,2196,110732,19278,14218,153571,74163,21344,132227,20833,42177,174404,187,63,844,530,161,26844,23499,1544,27,11628,15880,1044011,2019,8,1,0,0,0,108317,32
AK,AK0056,AK0056-002,PELICAN PUBLIC LIBRARY,166 SALMON WAY,PELICAN,99832,SKAGWAY-ANGOON,Y,CI1,07/01/2018,06/30/2019,68,1,0,0,0.28,0.28,0,0.28,30087,7348,0,0,37435,-9,-9,-9,1268,0,2835,4103,-9,35637,0,0,0,0,0,35637,9729,20844,0,13099,4550,0,0,49,49,0,988,4353,9,391,4116,558,348,3768,52,400,4168,0,0,26,24,2,105,90,15,3,3077,7358,-1,2019,8,1,0,0,0,2148,43
AK,AK0057,AK0057-002,PETERSBURG PUBLIC LIBRARY,14 SOUTH SECOND STREET,PETERSBURG,99833,WRANGELL-PETERSBU,Y,CI1,07/01/2018,06/30/2019,3198,1,0,0,2,3,2.8,5.8,419292,7000,11250,19036,456578,202279,90609,292888,16078,1675,14236,31989,97685,422562,0,0,0,0,0,0,26381,20844,1253,13099,9674,0,1,49,50,110,2600,58935,3159,6213,82222,977,4744,77478,2464,7208,84686,0,10,376,152,112,4672,2658,496,22,9886,13000,27510,2019,8,1,0,0,0,3266,43
AK,AK0058,AK0058-002,JESSIE WAKEFIELD MEMORIAL LIBRARY,207 SPRUCE DRIVE,PORT LIONS,99550,KODIAK ISLAND,Y,CI1,07/01/2018,06/30/2019,142,1,0,0,0.38,0.38,0.13,0.51,8147,7000,0,1060,16207,-9,-9,-9,1307,0,1658,2965,-9,16208,0,0,0,0,0,0,10486,0,245,0,1673,0,0,49,49,16,326,2437,215,160,3736,336,0,3736,109,109,3845,0,371,129,114,8,391,370,14,5,1953,954,-1,2019,8,1,0,0,0,12998,43
AK,AK0061,AK0061-002,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,930 TOLSTOI BOULEVARD,ST. PAUL,99660,ALEUTIANS WEST,Y,CI1,07/01/2018,06/30/2019,390,1,0,0,0.5,0.5,0.25,0.75,22000,7000,0,0,29000,-9,-9,-9,3500,0,0,3500,-9,38795,110,0,0,0,110,110,12757,0,0,0,0,0,0,49,49,0,350,700,0,200,125,110,0,125,701,701,826,0,0,0,0,0,0,0,0,4,225,300,-1,2019,8,1,0,0,0,5634,43
AK,AK0064,AK0064-002,SELDOVIA PUBLIC LIBRARY,260 SELDOVIA STREET,SELDOVIA,99663,KENAI PENINSULA,Y,CI1,07/01/2018,06/30/2019,220,1,0,0,0,0,0.13,0.13,0,7000,1212,3245,11457,-9,-9,-9,2419,201,1684,4304,-9,7000,0,0,0,0,0,0,9324,0,439,0,2417,0,0,49,49,10,854,4489,160,368,4236,1122,0,4236,170,170,4406,0,9,48,20,3,475,232,4,9,576,804,1984,2019,8,1,0,0,0,58708,43
AK,AK0065,AK0065-002,SEWARD COMMUNITY LIBRARY AND MUSEUM,239 6TH AVENUE,SEWARD,99664,KENAI PENINSULA,Y,CI1,01/01/2018,12/31/2018,2584,1,0,0,1,1,4,5,570075,10404,4752,0,585231,215573,122709,338282,14422,0,3569,17991,214678,570951,0,0,0,0,0,0,25682,20844,1577,13099,4764,0,0,49,49,95,2403,74828,1445,8425,40035,10965,6065,33970,1991,8056,42026,23,95,311,164,2,6752,1890,221,14,11041,0,-1,2019,8,1,0,0,0,58708,43
AK,AK0067,AK0067-002,SITKA PUBLIC LIBRARY,320 HARBOR DRIVE,SITKA,99835,SITKA,Y,CO1,07/01/2018,06/30/2019,8652,1,0,0,0,5,2.37,7.37,936635,7000,1226,5308,950169,335068,225975,561043,54930,4325,14915,74170,271001,906214,0,0,0,0,0,0,58037,20844,3860,13099,7464,0,1,49,50,132,3016,166697,6332,10272,128000,51821,7343,120657,7699,15042,135699,302,217,310,181,46,7002,3895,657,12,34477,22000,-1,2019,8,1,0,0,0,8493,33
AK,AK0068,AK0068-002,SKAGWAY PUBLIC LIBRARY,769 STATE STREET,SKAGWAY,99840,SKAGWAY-ANGOON,Y,CI1,07/01/2018,06/30/2019,1088,1,0,0,0,1,1,2,247133,7000,0,0,254133,-9,-9,-9,9600,1600,1010,12210,-9,254134,0,0,0,0,0,0,9333,20844,229,13099,1488,0,3,49,52,188,2660,31922,1290,1542,14154,3819,1285,12869,1023,2308,15177,46,147,121,57,44,1284,790,407,5,5519,4095,-1,2019,8,1,0,0,0,1183,43
AK,AK0069,AK0069-002,JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY,235 NORTH BINKLEY ST.,SOLDOTNA,99669,KENAI PENINSULA,Y,CI1,07/01/2018,06/30/2019,4327,1,0,0,1,3,4.61,7.61,681756,8837,2598,28928,722119,379411,127071,506482,51653,5520,8416,65589,157010,729081,0,0,0,0,0,0,44209,20844,3698,13099,4521,0,2,49,51,81,2704,112984,4952,9439,148806,69777,18676,130130,4843,23519,153649,31,15,507,304,81,10574,8094,982,13,15495,23000,-1,2019,8,1,0,0,0,58708,33
AK,AK0070,AK0070-002,SUTTON PUBLIC LIBRARY/COMMUNITY RESOURCE CENTER,11301 NORTH CHICKALOON WAY,SUTTON,99674,MATANUSKA-SUSITNA,Y,CO1,07/01/2018,06/30/2019,3473,1,0,0,0,1.75,0.41,2.16,301622,7000,3100,0,311722,153251,83862,237113,14265,0,2361,16626,54883,308622,0,0,0,0,0,0,17547,20844,1069,13486,2370,0,0,49,49,36,2132,23692,122,1380,16524,6645,2489,14035,3334,5823,19858,48,25,382,155,24,6579,4484,195,8,2752,1362,-1,2019,8,1,0,0,0,108317,42
AK,AK0071,AK0071-001,TAKOTNA COMMUNITY LIBRARY,RIVERSIDE DRIVE,TAKOTNA,99675,YUKON-KOYUKUK,Y,CI1,07/01/2018,06/30/2019,72,1,0,0,0,0.25,0,0.25,7000,7000,0,0,14000,-9,-9,-9,3899,0,0,3899,-9,14115,0,0,0,0,0,0,789,20844,26,1021,120,2,0,49,49,1,480,300,0,52,240,30,0,240,55,55,295,0,0,26,20,5,178,160,15,2,25,0,0,2019,8,2,24,0,0,5230,43
